template	popularity	first_year
OC(=O)c1cnc(=O)c(C(O)=O)c1>>CCC(C(N)=O)C(=O)O.OC=C(C=O)C(O)=O	1	1993
OC(=O)c1cccnc1>>OC(c1cnc(C(F)F)c(C(=O)O)c1)c1cnc(I)s1	1	1993
OC(=O)c1ccc(C=O)cc1>>C1COCC1.NC1CCCCC1.NC=O.O=S(I)I	1	1993
OC(=O)c1ccc(C=O)cc1>>C1CCOC1.NC1CCCCC1.NC=O.O=S(I)I	1	1993
OC(=O)c1ccc(C(O)=O)cc1>>CC(=O)OC=O.Nc1ccc(O)cc1.ccc(C)c(c)O	1	1993
OC(=O)ONC=O>>C#N.O.OC(O)=O	1	1993
OC(=O)OC=O>>COC=O.OC(=O)I	1	1993
OC(=O)NS(O)(=O)=O>>O.O.O=C=NS(=O)(=O)I	1	1993
OC(=O)CNc1:[2C]:scn1>>C#N.NC=S.O=C(CI)[2C]I.OC(=O)O	1	1993
OC(=O)CCSS(O)(=O)=O>>O=C1CCO1.O=S([O-])([O-])=S	1	1993
OC(=O)CC1CC1>>CCC=CO.O=C(O)O	1	1993
OC(=O)C=CC=CC(F)=CC=CF>>O=[Cr](=O)=O.OC=CC=CC=C(F)C=CCF	1	1993
O>>O[SiH3]	1	1993
O=c1ncnn1>>C=O.O=C1CNNN1	1	1993
O=c1ncnn1>>C=O.NN.O=c1nc[nH][nH]1	1	1993
O=c1nc(=O)n2c3c(ncc1-2)CCCC3>>CC(=O)O.CC(C)(C)O.CN(C)C=C1NC(=O)NC1=O	1	1993
O=c1nc(=O)c2cc3occoc3cc12>>NC(N)=O.O=C(O)c1cc2c(cc1C(=O)O)OCCO2	1	1993
O=c1cnnc(S)n1>>NNC(N)=S.O=CC(=O)O	1	1993
O=c1ccnc(=S)n1>>NC(N)=S.O=C1COC=CO1.O=COCO	1	1993
O=c1ccnc(=O)n1>>NC(=O)C=CNC(=O)O	1	1993
O=c1ccc2ccccc2n1>>O=C(C=CO)Nc1ccccc1	1	1993
O=[N+][O-]>>N=S=O.NO	1	1993
O=[N+][O-].ccc>>N.cc(c)[N+](=O)[O-]	1	1993
O=S>>S.cc(c)OC	1	1993
O=S1CCNC1>>CC1NCC(C)(C)S1(=O)=O	1	1993
O=S1C=C2C=CCOC2=C1>>Cc(c)c.Cc1ccc(S(O)(=O)=O)cc1.OS(=O)(=O)O	1	1993
O=S(=O)I>>O=S(=O)O.[Si]CI	1	1993
O=P>>C[P+].O=[N+][O-]	1	1993
O=P>>C=P.NC=O	1	1993
O=Cc1cncnc1>>OC=C1CN=CN=C1	1	1993
O=Cc1ccccc1>>O=CNO.[K]c1ccccc1	1	1993
O=Cc1ccccc1>>O=C(O)C(F)(F)F.c1ccccc1	1	1993
O=CS[2C]S>>I[2C]I.OC=S.S	1	1993
O=CP=O>>O=CI.O=P	1	1993
O=CO[2C]I>>ICI.OC=O.[2C]I	1	1993
O=CON1C(=O)CCC1=O>>OC=O.cc(c)C(C#N)=NOC=O.ccc(C(O)=O)c(c)N	1	1993
O=COCF>>C=O.O=CI.[F-]	1	1993
O=COCCI>>IP(I)I.O=COCCO	1	1993
O=COCC(I)(I)I>>I.ICI.N=C=N.OC=O	1	1993
O=COC1COC(=O)[2C]1>>COC(=O)[2C]I.O=CCOC=O	1	1993
O=COC(F)I>>C=C(F)I.O=CO.OC=O	1	1993
O=CNC=O>>C#N.O=CO.OO	1	1993
O=CI.O=CI>>O=C(I)C(=O)I.O=CO.OC=O	1	1993
O=CC=O>>CO.C[P+].O=CI	1	1993
O=C1c2ccccc2C(=O)N1CS>>CCN(CC)CC.CN(C)C(=O)S.CO	1	1993
O=C1NCNN1>>C=NN.O=C1CNNN1	1	1993
O=C1NC2CCC1CC2>>Nc1ccc(C(O)=O)cc1	1	1993
O=C1NC(=O)c2c:[2C]:ccc21>>N.O=C(I)CC[2C]I.[nH]c1ccc(C(=O)O)cc1	1	1993
O=C1CNNC(=O)N1>>CC1(C)NNC(=O)N1.O=CO	1	1993
O=C1CNC(=O)N1>>C#N.CO.OC(=O)O.[N+]	1	1993
O=C1CCNCC1>>CC=O.N.OCO.OCO.[1C]C(O)CC(O)=O	1	1993
O=C1CCN1>>C=CC(=O)O.N	1	1993
O=C1CCCO1>>C1CO1.CC(=O)O	1	1993
O=C1CCCN1C1CCCCC1>>N=NC1C(=O)N(c2ccc(S(=O)(=O)O)cc2)N=C1C(=O)O	1	1993
O=C1CCC=CN1>>CC=O.N.c1ccccc1	1	1993
O=C1CCC(=O)N1>>O=C1CCC(=O)N1.cc1c(c)C(=O)NC1=O	1	1993
O=C1C=CC(=O)O1>>CC=O.COC(=O)CCS	1	1993
O=C1C2=C(CCCC2)Cc2cc3ccccc3cc21>>C1CCC2=CC3Cc4ccccc4CC3CC2C1.O=[N+]([O-])[O-]	1	1993
O.[2C]C([2C])O>>OC=O.[Li][2C].[Li][2C]	1	1993
Nn.cc(c)=O>>O=[SH](=O)NO.cc(c)O.n	1	1993
Ncc(F)ccC#N>>FNccccI.N#C[Cu]	1	1993
Nc1nnc(=O)n1N>>N.NN.NNC(=O)O.[N+]=C(N)I	1	1993
Nc1nnc(=O)n1>>N.N#CNNC(=O)O	1	1993
Nc1ncnc(ncO)c1n>>N=CN.Nc(ncI)c(n)C#N.O	1	1993
Nc1nccs1>>NC(N)=S.O=CCCI	1	1993
Nc1ncc(O)cn1>>Nc1ncc(C=O)o1.[N+]	1	1993
Nc1nc2ncnc2c(=O)o1>>NC(=O)Nc1ncc(C(=O)O)n1	1	1993
Nc1nc2nccc-2c(N)n1>>NC(N)=N.Nc1occc1C#N	1	1993
Nc1nc2cccnc-2n1>>N.NC(N)=N.O=CC(O)C(O)C(O)CO.O=C[CH]O	1	1993
Nc1nc2cccnc-2n1>>N.NC(N)=N.O=CC(O)C(O)C(O)CO	1	1993
Nc1nc2ccccc2s1>>N#CS.Nc1ccc(O)cc1	1	1993
Nc1nc(n)c(c(n)I)n1>>Nc(n)c1nc(=N)oc1n.O=P(I)(I)I	1	1993
Nc1nc(S)nc(n)n1>>N#CN=C(S)S.Nc(n)n	1	1993
Nc1n:[2C]:co1>>C=O.I[2C]I.NC(N)=O	1	1993
Nc1cnc(=O)c[n+]1[O-]>>N#CCNC(=O)C=NO	1	1993
Nc1ccncc1C(O)=O>>COC(=O)CC=O.NC=CC#N	1	1993
Nc1ccncc1>>CC=O.NC=CC#N	1	1993
Nc1ccccc1>>Cc1ccc([N+](=O)[O-])c(I)c1.N	1	1993
Nc1cccc(O)c1>>NC1=CC(=O)CCC1	1	1993
Nc1ccc(S(O)(=O)=O)c2cccc(O)c12>>COc1ccc(N)cc1S(=O)(=O)O.N#CCCN.Nc1cccc(S(O)(=O)=O)c1	1	1993
Nc1cc(N)nc(=S)n1>>N#CCC#N.NC(N)=S	1	1993
Nc1cc(=O)nc(N)n1>>NC(CC(=O)O)=C=S.NC(N)=N	1	1993
Nc(n)nc(n)S>>Nc(n)n.nc(N)nc(n)S	1	1993
Nc(n)n.ncn>>CNc(n)n.nc(n)O	1	1993
Nc(n)n.c>>N.cI.nc(n)F	1	1993
N[Si](I)(I)I>>C[Si](C)(C)N.I[Si](I)(I)I	1	1993
N[Ga]N>>[Ga+2].[N-].[N-]	1	1993
N[2C]c1ccc(-c2ccccc2)cc1>>I[2C]c1ccc(-c2ccccc2)cc1.N	1	1993
NSS>>CS(=O)(=O)S.N	1	1993
NSC=N>>N.N=CS	1	1993
NS(O)(=O)=O>>CNS(=O)(=O)I.O	1	1993
NP(O)O>>NP(N)I.O.O	1	1993
NOP(O)(=O)I>>NO.OP(=O)(I)I	1	1993
NNS(=O)=O>>N.O=S(=O)I.ccncc	1	1993
NNC=CC(N)=O>>CC(CN)C(=O)O.NN	1	1993
NNC(N)N>>NC(N)S.NN	1	1993
NNC(N)=S>>NN.[N-]=C=S	1	1993
NNC(N)=O>>O=CO.[1C][CH]N.cc(c)C=NN	1	1993
NNC(N)=O>>N.O=[N+][O-].cc(c)C=NN	1	1993
NNC(N)=O>>CN(C)C.N.N.O=C(I)I	1	1993
NN>>cc(c)N=N	1	1993
NN>>N.cc(c)[N+](=O)[O-]	1	1993
NN>>CNS(N)(=O)=O.N	1	1993
NN=COC(N)=O>>N.NC(=O)O.O=N[O-].OC=O	1	1993
NN=CC=O>>N.O=CCC(=O)I.O=NO[SH](=O)=O	1	1993
NCc1ccc(O)cc1.c1ccccc1>>N.Oc1ccccc1C=O.c1ccccc1	1	1993
NCCc1ccccc1>>O=CNc1cc(O)ccc1O.cc(c)CCC	1	1993
NCCO[Si]>>CC(N=[N+]=[N-])O[Si]	1	1993
NCCO.NC[2C]O>>CO.NC(=O)NO.NC(=O)NOC[2C]I	1	1993
NCCN>>CC(N)N(C=O)C=O	1	1993
NCCN1C(=O)[2C]NC1=O>>CC(N)NC(=O)[2C]I.N#CO	1	1993
NCCC(O)=O>>C=O.CC(=O)O.O.[N+]	1	1993
NCC=O>>N.O=CI.cccn	1	1993
NCC=O.OC=O>>COC=O.N.O=CI	1	1993
NCC1=Cc2c1ccc(O)c2O>>CC1CC2C=CC=C(O)C12O.N	1	1993
NCC(O)=O>>CC.NC(N)=O.OP(=O)(O)O	1	1993
NCC(O)=O>>CC(=O)O.O.[N-]=[N+]=NP=O	1	1993
NCC(O)=O.OC=O>>CN.N[CH]C(N)=O.OC=O.OC=O	1	1993
NCC(N)=O>>N.nC(=O)n1cncc1	1	1993
NC=O>>N=CN.OC=O	1	1993
NC=O>>N=CN.O=CO	1	1993
NC=O>>CN.O=C(O)I	1	1993
NC=O.nC1OC(CO)C(O)C1O>>N.nC1(C=O)OC(C=O)(C(O)C=O)C(O)(C=O)C1(O)C=O	1	1993
NC=NC=S>>CN.N.S=C=S	1	1993
NC=COC=O>>NCCO.O=COC=O	1	1993
NC=C1C(=O)OC2=CC=CCC2C1=O>>NC=O.Oc1cc(=O)oc2ccccc12	1	1993
NC=C(CI)C=O>>I.NC=O.NCCC=O	1	1993
NC1CN2CCc3cccc(c32)[2C]1>>CCCN.NC(C(=O)O)C(=O)O.O=C(O)n1cnc2c([2C]I)cccc21	1	1993
NC1CCc2ccccc2C1>>nc(OCC1CO1)n(n)-c1ccccc1	1	1993
NC1CCc2ccccc2C1>>CC(=O)Nc1c(OCC2CO2)cccc1[N+](=O)[O-]	1	1993
NC1CCc2ccccc2C1>>C1OC1COc1cccc2nncc12	1	1993
NC1CCc2ccccc2C1>>C1OC1COc1ccc(-c2cnns2)cc1	1	1993
NC1CC=c2cnn3c2=C1[2C]C=C3>>CC.NC(C(=O)O)C(=O)O.O=C(O)n1cnc2c([2C]I)cccc21	1	1993
NC1C=CCO1>>N.O=C1CCOC1	1	1993
NC1=NC(=O)C(=N)C(N)=N1>>Nc1nc(N)c(N)c(=O)n1	1	1993
NC1=CC(=O)C=CC1=O>>Nc1cc(O)ccc1O	1	1993
NC(n)=O>>O=C(I)I.[Si]N[Si].n	1	1993
NC(n)=O>>CCOC.N.n	1	1993
NC(S)=S>>N.S.nC(n)=S	1	1993
NC(O)=O>>NC(=O)NN.O=[SH](=O)I	1	1993
NC(O)=O>>C=O.NC(O)=S	1	1993
NC(N)N>>N.NC(N)F	1	1993
NC(N)=O>>N=C=N.N=C=O	1	1993
NC(N)=Nc1ccccc1N>>N.Nc1ccccc1NC(=N)S	1	1993
NC(N)=N>>CNC.NC(N)=O	1	1993
NC(N)=N>>CNC.NC#N	1	1993
NC(N)=N>>CN(C)C#N.N	1	1993
NC(CC(O)=O)C(N)=O>>CC(N)C(=O)O.N.NC1CC(=O)OC1=O	1	1993
NC(=O)c1ccccc1S>>N.O=C(O)c1ccc(S)cc1	1	1993
NC(=O)c(n)nn>>[nH]nn.nc1ncnc(O)c1n	1	1993
NC(=O)[3C]O>>N.O=C(I)[3C]I.[O-]	1	1993
NC(=O)[2C]I>>NC(=O)O.O=C(O)[2C]I.[I-]	1	1993
NC(=O)NP(O)(O)=O>>N.N#CO.OP(O)(=O)I	1	1993
NC(=O)NO>>NC(=O)NO.NO	1	1993
NC(=O)NC(O)=O>>COC(N)=N.OC(=O)I	1	1993
NC(=O)CO>>N.O.cc(n)OC(O)=S.cccn	1	1993
NC(=O)CCNS(O)(=O)=O>>N.O.O=C1CCN1S(=O)(=O)I	1	1993
NC(=O)CCCO>>CC[1C].N.O=CC(=O)O.O=CO	1	1993
NC(=O)C=O>>NC=O.O=CO	1	1993
NC(=O)C=NO>>NO.O=CC(=O)O.[N+]	1	1993
NC(=O)C=NO>>N.O=C(O)CO.ON(C=O)C=O	1	1993
N>>NS	1	1993
N=c1ncc(I)s1>>N=C1NCCS1.[4C]NI	1	1993
N=[N+][O-]>>N=N.O=[N+][O-]	1	1993
N=C[2C]S>>N.O=C[2C]I.S	1	1993
N=CO>>C#N.O=S(I)I	1	1993
N=CO.[N-]>>N.NC=O	1	1993
N=CNC=NC1C=CC(O)=CC1=C=O>>NC=N.Nc1ccc(C(O)=O)cc1.OC(O)O	1	1993
N=CNC=N>>N=CI.NC=N	1	1993
N=CNC(O)=S>>NC=N.OC(=S)I	1	1993
N=CC(O)=O>>CC#N.N.O.O=CI	1	1993
N=C1N[2C]CS1>>C[2C](I)I.NC(N)=S	1	1993
N=C(S)NC=O>>NC(=N)S.O=CO	1	1993
N.OC=O>>O=CNC=O.[O-]	1	1993
N.OC=O>>NCCC=O.OO	1	1993
N.OC=O>>NC(=O)NC=O.[1C]C([1C])(O)O	1	1993
N.OC=O>>NC(=O)CC=O.OO	1	1993
N.N=CO>>NC=N.O	1	1993
N#CNC=O.[4C]N>>NC(=O)N=NC(N)=O.[4C]NC=O	1	1993
N#CC(O)c1ccccc1>>C#N.O=Cc1cccc([N+](=O)[O-])c1	1	1993
Ic1ccccc1>>Ic1ccccc1.Nc1ccccc1	1	1993
Ic1cc:[3C]:cn1>>IP(I)(I)(I)I.N#CCC[3C](I)C=O	1	1993
Ic1cc:[3C]:cn1>>I.N#CCC[3C](I)C=O	1	1993
Ic1cc(I)ncn1>>I.NC=N.O=C(O)CC(=O)O.O=P(I)(I)I	1	1993
ICI>>FCI.ICI	1	1993
ICCI>>CC.O=C(I)C(=O)I	1	1993
F[Si]>>F[B-](F)(F)F.cc(c)[Si]	1	1993
F[3C]C(F)(F)S>>FC(F)(F)[3C]I.S	1	1993
FCF>>C=O.FS(F)(F)F	1	1993
FC1N=C(F)N=C(I)N1O[3C](F)F>>Fc1nc(F)nc(O[3C](I)(I)I)n1.I[Sb](I)(I)(I)I.OC(F)(F)F	1	1993
FC1(F)OC(F)(F)C(F)(F)O1>>FC(F)=C(F)F.FOC(F)(F)OF	1	1993
FC(F)I>>FC(F)C(F)(F)C(F)(F)I	1	1993
FC(F)F>>FC(F)C(F)F.FC(F)F	1	1993
FC(F)C(F)F>>FC(F)C(F)F.O=CC=O	1	1993
FC(F)C(F)C=[2C]S>>FC(F)=C(F)C[2C]I.S	1	1993
FC(F)(F)S>>[1C]C(F)(F)F.ccc(S)cc	1	1993
Cn>>CO.nC=O	1	1993
Cn1ncnn1>>C.c1nnnn1	1	1993
Cn1nccn1>>C#C.CO.[N-]=[N+]=N[Si]	1	1993
Cn1cncn1>>C=N.CC(=O)O.N=C=N.NN	1	1993
Cccc(c)I>>Cc(c)cc(c)I.cc(C)ccI	1	1993
Cccc(C)c>>Cc1ccc(C)cc1.cc(O)ccI	1	1993
Ccc(n)N[2C]>>NCccn.[2C]I	1	1993
Ccc(c)[2C][2C]>>[Li][2C].cccC([Si])[2C]I	1	1993
Cc1ncc(I)cc1[1C]>>CC(N)=C[1C].O=CC(I)=CI	1	1993
Cc1nc(c)c(c)o1>>c1ccncc1.cc(N)c(c)O	1	1993
Cc1nc(c)-c(n)n1>>CC(C)(C)C(O)(O)O.cc(N)c(N)n	1	1993
Cc1cnc(=O)nc1>>O=c1ncccn1.nc1cncn1.nccc(n)N	1	1993
Cc1ccccc1O>>C=C1C=CC=CC1=O	1	1993
Cc1ccccc1CCN>>C1CO1.CCCNC.Oc1ccc2occc2c1	1	1993
Cc1ccccc1>>C1CCCCC1.CCC	1	1993
Cc1ccccc1.OP(O)(=O)I>>C.CCNCC.CCO.O.O=P(I)(I)I	1	1993
Cc1cccc(O)c1>>Oc1cc(C(=O)O)ccc1O.Oc1ccccc1	1	1993
Cc1ccc(O)cc1N>>C.CC(O)=O.CCNCC.CO	1	1993
Cc1ccc(C(O)=O)cc1>>C=O.O=C=O.c1ccccc1	1	1993
Cc1cc(c)c(c)cc1C>>CC=CC.cc(CO)c(c)C(O)O	1	1993
Cc1cc(O)ncn1>>CCO.NC=N.O=CCC(=O)O	1	1993
Cc1cc(O)cc(C)c1NC=O>>CC.CCC=CC.CCCC(O)=O.CN(C)C.O=COC=O	1	1993
Cc1cc(O)c(O)c(O)c1O>>OC1C(C(=O)O)=CC(O)=CC1(O)O	1	1993
Cc1cc(N)cc(C(=O)I)c1>>CC1=CC(=S=O)CC(C(=O)I)=C1N	1	1993
Cc1cc(=O)nc(=O)n1>>C=C(CC(N)=O)NC(=O)O	1	1993
Cc1cc(=O)cco1>>C=C1CC(=O)O1.CC=O	1	1993
Cc1cc(=O)cc(C)n1>>COc1cc(C(F)(F)F)ncc1.Ic1ccccc1.[Li]CC	1	1993
Cc1:[2C]:nc(c)c1c>>[2C]I.ccc(c)C(=O)CN	1	1993
Cc.ccc>>Cc(c)c.cI	1	1993
Cc(n)ccc(c)O>>O.cc(CO)cccn	1	1993
Cc(c)c>>CC(=O)I.ccc	1	1993
Cc(c)c.Oc1ccccc1>>CC1C=CC=CC1O.ccc	1	1993
Cc(c)c.NC=O>>CN.OC=O.ccc	1	1993
Cc(c)c(n)O>>Cc(cc)[n+][O-]	1	1993
Cc(c)c(c)CO>>OO.cc1ccccc1c	1	1993
Cc(c)c(c)C1CC(N)=C([2C])C(=O)N1>>COCCNC.Cc(n)ccc.N.[2C]I.ccc(c)N	1	1993
C[Ti+3]C1C=CC=C1>>CC1=CC=CC1.[Ti+4]	1	1993
C[Si]O>>C[Si]O.O[Si]	1	1993
C[Si].Cc1cc(C)c(C)cc1C>>CCO.CO.C[Si](C)(C)C.Cc(c)c.c1ccccc1	1	1993
C[Si](C)C>>C[Al](C)C.I[Si](I)I	1	1993
C[3C]CO>>C=CC.N=C(O)[3C](I)(I)I	1	1993
C[2C]OC=O>>C1CCOC1.CO.[2C]I	1	1993
C[2C]O>>OC[2C]I	1	1993
C[2C]C(O)=O>>COC(=O)[2C]I.O	1	1993
C[2C]C(N)=O>>COC(=O)[2C]I.N	1	1993
C[2C]C(=O)S>>COC(=O)[2C]I.S	1	1993
C[2C]C(=O)N[4C]>>CC(=O)C[2C]I.[4C]N	1	1993
C[2C]>>O=CO.[Li][2C]	1	1993
C[2C]>>C[SH](=O)=O.[Li][2C]	1	1993
C[2C]=O>>O=CO.[Li][2C]	1	1993
CSc1nc(=O)c(c)c(n)n1>>CCO.S=C=S.cc(C(N)=O)c(N)n	1	1993
CSc1ccc(N)cc1>>N.cc(c)CSCc1ccc(F)cc1	1	1993
CSC=O.NC=O>>CC=O.N.O=CO.S=CI	1	1993
CSC(O)=S>>CO.O=C(O)SI.S	1	1993
CSC(O)=C([1C])C#N>>CO[SH](=O)=O.O.S=C=S.[1C]CC#N	1	1993
CSC(C)=O>>CO.CS(=O)(=O)I.CS(=O)(=O)O.O=C(O)O	1	1993
CS>>S.ccccc	1	1993
CS.cc(c)O[2C]>>Cc(c)c.OC(=O)O.S.[2C]I	1	1993
CS.NC=N>>CCOC(N)O.N.S	1	1993
CS(C)(=O)=O>>CC=S(=O)=O.CS	1	1993
CS(C)(=O)=O.OC=O>>CC.O=S(=O)(O)O[O-].OC=S	1	1993
CS(C)(=O)=O.OC=O>>CC.O.OC=S.OOS(=O)[O-]	1	1993
CP(N)(=O)I>>CO.NP(=O)(I)I	1	1993
CP(=O)I>>CO.O=P(I)I	1	1993
COc1ccccc1CO>>C1CCOC1.C=O.ccc(cc)CO.nccn	1	1993
COc1cccc2nCC(N)[2C]c12>>CCOC(=O)C(N)C(=O)O.O=C(O)nc1cccc([2C]I)c1	1	1993
COc1ccc2c(c1OC)COC2C1NCCc2cc(O)c(O)c(OC)c21>>C=C(C)COCC1CO1.CC.CCOC=O.CNCCCCC.Cc1ccccc1.OCCOC=O	1	1993
COc1ccc(CO[2C])cc1>>C=C1CCC(O)CC1=C.CC.NC=O.[2C]I	1	1993
COc1c(OC)c(c)c(c)nc1=O>>C=[N+]=[N-].CCO.cc1c(c)C(=O)C(=NO)C(=O)N1	1	1993
COc(n)n>>CCO.nc(n)F	1	1993
COc(c)n>>CNN.cc(n)=O	1	1993
COc(c)c>>OCO.cc(c)[Bi]	1	1993
COc(c)c.c-c>>cI.cI.cc(c)O.ccc(O)cc	1	1993
CO[3C]C(O)=O>>CCOC.O.O=C(I)[3C]I	1	1993
CO[2C].NC(=O)C1CC=CC=C1>>NC(=O)CO.[2C]I.c1ccccc1	1	1993
COS(=O)=O>>O=S(=O)I.[CH]CO	1	1993
CON=C>>C=O.CO[SH](=O)=O.NO	1	1993
COCO>>CC(=O)O.OC=O	1	1993
COCO>>C=C.OC=O	1	1993
COCCOC=O>>COCCO.O=CI	1	1993
COCCO>>CCC=O.CO	1	1993
COCCN>>C1CO1.CN.CO	1	1993
COCC=C>>CCOC=C	1	1993
COCC1CNC(=O)O1>>C1CCOC1.CCOC(N)=O.O	1	1993
COC=O>>OC=O.nCCO	1	1993
COC=O>>OC=O.cc(c)CN	1	1993
COC=O>>O=COC=O.cc(c)CO	1	1993
COC=O>>CCO.CO.O	1	1993
COC=O>>CC=O.cc(c)C=O	1	1993
COC=O>>CC=CCOC=O	1	1993
COC=O>>C=[N+]=[N-].COC=O	1	1993
COC=O.[2C]N>>NC=O.OC=O.[2C]I	1	1993
COC=O.O>>C#N.C=[N+]=[N-].OC=O.[O-]	1	1993
COC=N>>C#N.COC(C)C	1	1993
COC=CC=C>>CC=CC=O.CCN	1	1993
COC(C)O>>COC(C)=O.OC=O	1	1993
COC(C)O>>C=O.CCO.COC(O)O	1	1993
COC(C)=O>>O=CO.[CH]C(=CO)C(=O)O	1	1993
COC(C)=O.NC=O>>C.CNC.N=C=N.OC=O.cc(c)O	1	1993
COC(=S)NC=O>>COCCO.N#CS.O=CO	1	1993
COC(=O)c1ncnc1CCNC=O>>CCCN=C=NC.CCOC(C)=O.CN(C)C=O.O=CO.ccc1c(c)nnn1O	1	1993
COC(=O)c1cccnc1I>>CC=C(C#N)C(=O)O.CN.I.OC=O	1	1993
COC(=O)c1cc2ccc(C)cc2nc1=O>>CC(C(=O)I)C(=O)I.CC1(C=O)C=CC=CC1N.COC=O	1	1993
COC(=O)c1cc(c)co1>>CC(O)C(O)=O.cc(C=O)cI.nc1ccco1	1	1993
COC(=O)c1cc(c)c(n)nc1C(O)=O>>CC(C)(C(=O)O)C(=O)C(O)=O.O.cc(C=O)c(N)n	1	1993
COC(=O)c1cc(c)c(c)nc1=O>>CC(C(=O)I)C(=O)I.cc(N)c(c)C=O	1	1993
COC(=O)c1:[2C]:sc(N)n1>>C[2C](I)C(=O)C(O)=O.NC(N)=S	1	1993
COC(=O)OC(=O)OC>>C=CC(O)=O.CC(O)=O.OC(=O)CO	1	1993
COC(=O)Nc1cccs1>>CC=O.O=C(O)c1ccsc1.[N-]=[N+]=[N-]	1	1993
COC(=O)Cc1ncco1>>CC(C)C(=O)I.CC(O)=O.OCC=O.[N+]	1	1993
COC(=O)CSc(c)c>>CC(SS)C(O)=O.ccc	1	1993
COC(=O)COC=O>>CC=O.CCOC(=O)CI.OC=O	1	1993
COC(=O)CO>>O=C(O)O.O=CO.OCC=O	1	1993
COC(=O)CCc(c)c>>C=CC(O)=O.Cc(c)c	1	1993
COC(=O)CCc(c)c>>C=C(CC)C(O)(O)O.CC(C)C(=O)O.ccc	1	1993
COC(=O)CCN>>O=C1CCN1[Si].OC(=O)O	1	1993
COC(=O)CC=O>>CC(C(=O)O)C(=O)O.CC([1C])[1C].OC=O	1	1993
COC(=O)CC1CC=C2C=CC=C2O1>>CS[SH](C)=O.O=Cc1cccc2ccoc12.OC(=O)O	1	1993
COC(=O)CC(N)=O>>CC(C)(C(O)=O)C(=O)O.N	1	1993
COC(=O)CC(C)=O>>CCC(O)C(=O)CO.CNC(=O)C(O)CO	1	1993
COC(=O)C=CO>>CC(O)=O.CCOC(C)=O	1	1993
COC(=O)C1CC2C=CC1O2>>C=CC(=O)I.CC1CO1.c1ccoc1	1	1993
COC(=O)C(Cc(c)c)C=O>>CC(C(O)=O)c(c)c.COC=O	1	1993
COC(=O)C(C)O>>CC(CO)C(O)=O.COCO	1	1993
COC(=O)C(C)NC=O>>CNCCO.O.OC=O.c1nnc2cccnc12	1	1993
COC(=O)C(C)N>>C=C(N)C(=O)O.OC=O	1	1993
COC(=O)C(C)C(N)=O>>CC(C(=O)I)C(=O)I.CN.COC	1	1993
CO>>C[Si]F.OO	1	1993
CO>>CO[I+2].O	1	1993
CO>>BOC.O	1	1993
CO.cc(n)-c1cnco1>>COC=O.O=C(O)c1cnccc1.cc(n)C(=O)O	1	1993
CO.cc(c)COCCO>>CN(C)C=O.OC=O.ccc	1	1993
CO.c1ccnc1>>COC=O.N.Nc1ccccc1	1	1993
CO.[1C]c1cnc([1C])c1>>C.CC([1C])O.O=N[O-].[1C]CC=O	1	1993
CO.Oc1ccccc1>>CC.CCC.CCCCO.O	1	1993
CO.O=C1NCCO1>>CCCO.COC(=O)I.N	1	1993
CNc1nc(=O)sc1[1C]>>CC#N.O=C(I)SI.[1C]C=C(N)N	1	1993
CNS(O)(=O)=O.NS(O)(=O)=O>>NS(O)(=O)=O.O.O=C=NS(=O)(=O)I	1	1993
CNS(=O)=O>>CS(N)(=O)=O.O=S(=O)I	1	1993
CNP(O)=O>>CCP(O)=O.CN=C=N	1	1993
CNP(=O)Oc(c)c>>CN.cc(c)NP(O)=O	1	1993
CNCc1ccccc1.cc1nc(=O)nc1c>>CC(C)(C)OC(N)=O.CCOCC.CO.cc(N)c(c)N	1	1993
CNCCSC=O.O=CS1CCNCC1>>CCN(CC)CC.CNCCS.O=CO.O=CO.O=S(I)I	1	1993
CNCCCCC(C)C=O>>CCC.CCCCC.CNC=O	1	1993
CNC=O>>CC=NO.O=P(O)(O)O	1	1993
CNC=O>>CC=NO.O=CO	1	1993
CNC=O>>C#N.COC	1	1993
CNC=C([1C])[1C]>>CN.Cc(c)c.[1C]C[1C]	1	1993
CNC.ccc>>Cc(c)c.N.O=CI	1	1993
CNC([1C])c(c)c>>C=O.cc(c)NC[1C]	1	1993
CNC(N)=N>>CCN=C(N)S.N	1	1993
CNC(C)=O>>COCC(=O)O.[N+]	1	1993
CNC(=O)OCc(c)ccc.C[1C]>>CCN.CC[1C].CN(C)C=O.cc(O)c(n)c(c)[nH]	1	1993
CNC(=O)COC=O>>CC(O)C(=O)O.O=CO.ccncc	1	1993
CNC#N.Cc(c)n>>C.N#CI.cc(n)CNC	1	1993
CN>>C#CCN	1	1993
CN=CO.CO>>CNC.CO.NC=O	1	1993
CN=C=O>>CC(=O)O.CN(C)C=O	1	1993
CN1C2CCC1C1CN(C(N)=O)CC12>>CC#N.CCC.CCN(CC)CC.NC(=O)I	1	1993
CN.cc(c)N>>C.NN.cc(c)F	1	1993
CN.NCC=O>>CC(=O)N(O)C=O.CN=C=N.O=CO	1	1993
CN.NCC(O)=O>>CC(O)=O.N[CH]CS.[N+].cc(N)n	1	1993
CN.NCC(O)=O>>CC(O)=O.NC(N)=O.N[CH]CS.cc(N)n	1	1993
CN.NCC(O)=O>>CC(O)=O.NC(=O)N[CH]CS.[N+]	1	1993
CN.CO>>CC.NCO[SiH]	1	1993
